id,question,answer,category,keywords
BC_005,What is whole blood used for?,"Whole blood (not separated) is used for: Massive blood loss (trauma, surgery), Exchange transfusions, When component therapy isn't available. Whole blood must be used quickly (within 24 hours). Most blood is separated into components to help more patients.",blood_components,"whole blood, trauma, surgery, 24 hours"
BC_006,What is cryoprecipitate used for?,"Cryoprecipitate (cryo) is concentrated clotting factors from plasma, used for: Hemophilia A, Von Willebrand disease, Massive bleeding, Cardiac surgery. Cryo is made from frozen plasma that's thawed and centrifuged. It contains specific clotting factors.",blood_components,"cryoprecipitate, clotting factors, hemophilia"
SC_001,Can men who have sex with men donate blood?,"Policies vary by country. In Pakistan, men who have sex with men may face deferral due to HIV risk assessment. This is a controversial policy being updated in many countries. Honesty during screening is essential. Individual circumstances vary. Check with local blood centers.",special_considerations,"MSM, HIV, policy, screening"
SC_002,Can sex workers donate blood?,"People who engage in sex work for money or drugs typically face deferral due to increased HIV and hepatitis risk. This is based on epidemiological risk, not judgment. Honesty during screening is crucial. Individual circumstances may be evaluated.",special_considerations,"sex workers, HIV, hepatitis, risk"
SC_003,Can people who use drugs donate blood?,"People who have used injected drugs (even once) are typically permanently deferred due to HIV and hepatitis risk. Those using non-injected drugs may be deferred depending on circumstances. Honesty is essential - using drugs doesn't disqualify you forever in every case, but injection drug use typically does.",special_considerations,"drugs, injected, HIV, hepatitis"
SC_004,Can I donate blood if I've been incarcerated?,"Incarceration (jail/prison) may affect eligibility due to increased risk of certain infections. Policies vary - some countries defer for 12 months after release, others for longer. Check with local blood center. Honesty about incarceration history is important for blood safety.",special_considerations,"incarcerated, jail, prison, infections"
SC_005,Can I donate blood if I've had a needle stick injury?,Recent needle stick injuries (especially from unknown sources) typically require 12-month deferral due to infection risk. Occupational needle sticks with known source may have different policies. Always inform staff about any needle stick exposures.,special_considerations,"needle stick, injury, deferral"
SC_006,Can I donate blood if I've had acupuncture?,"If performed by a licensed professional using sterile needles, acupuncture doesn't affect eligibility. If performed by unlicensed practitioner or needle source is unknown, 12-month deferral may apply. Inform staff about recent acupuncture treatments.",special_considerations,"acupuncture, sterile needles, deferral"
DD_001,Why would I be deferred from donating blood?,"Deferral reasons include: Low hemoglobin (iron), Recent illness (cold, flu), Recent tattoo/piercing (waiting period), Recent travel to risk areas, Certain medications, High-risk behaviors, Pregnancy, Recent major surgery, Certain medical conditions. Some deferrals are temporary, some permanent.",disqualification_deferral,"deferred, iron, illness, tattoo"
DD_002,What is temporary deferral?,"Temporary deferral means you can't donate now but can donate later after waiting period. Examples: Low iron (wait until iron levels recover), Recent tattoo (wait 6-12 months), Recent illness (wait until recovered), Recent travel (wait 3-12 months). Most deferrals are temporary.",disqualification_deferral,"temporary, waiting period, iron, tattoo"
DD_003,What is permanent deferral?,"Permanent deferral means you can never donate blood due to safety concerns. Examples: HIV/AIDS, Hepatitis B/C (after age 11), Injection drug use history, Certain cancers, Some chronic conditions, High-risk behaviors. These are rare but protect blood supply safety.",disqualification_deferral,"permanent, HIV, hepatitis, cancer"
DD_004,How long does temporary deferral last?,"Temporary deferral varies: Low iron - until levels recover (weeks to months), Tattoo - 6-12 months, Travel to malaria area - 3-12 months, Illness - until fully recovered (days to weeks), Pregnancy - 6-9 months after birth. You'll be told exactly when you can donate again.",disqualification_deferral,"temporary, weeks, months, iron"
DD_005,Can I be deferred if I feel fine?,"Yes, you can be deferred even if feeling fine. Some deferrals are based on risk factors, not symptoms. For example, recent tattoos, travel, or medications. These deferrals protect blood safety even if you feel healthy. You can often donate after the waiting period.",disqualification_deferral,"deferred, feel fine, risk factors"
DD_006,What if I disagree with a deferral decision?,"You can ask for clarification about the reason. If you believe it's an error, some centers allow re-evaluation. However, deferrals are based on medical guidelines and blood safety. You can't donate while deferred. If permanent, find other ways to help.",disqualification_deferral,"disagree, deferral, re-evaluation"
DD_007,Does deferral mean I did something wrong?,"No, deferral doesn't mean you did anything wrong! It just means a risk factor or condition affects eligibility. Many people are deferred at some point - even regular donors. It's about blood safety, not judgment. You can help in other ways.",disqualification_deferral,"deferred, wrong, safety, judgment"
OWH_001,How can I help if I can't donate blood?,"Even if you can't donate, you can help by: Encouraging eligible friends/family to donate, Organizing blood drives, Volunteering at blood centers, Spreading awareness about blood donation, Making financial contributions to blood banks, Supporting blood donation campaigns, Using our app to help patients find donors.",other_ways_to_help,"help, volunteer, organize, awareness"
OWH_002,How can I organize a blood drive?,"To organize a blood drive: Contact a blood bank to schedule, Choose convenient date/time/location, Promote to potential donors, Ensure donors meet eligibility, Provide comfortable space, Consider making it regular (quarterly/yearly). Blood banks provide guidance and materials.",other_ways_to_help,"organize, blood drive, schedule, promote"
OWH_003,How can I encourage others to donate?,"Encourage others by: Sharing your positive donation experience, Educating about blood need (saves lives!), Sharing facts to dispel myths, Using social media to spread awareness, Celebrating your donation milestones, Explaining how easy and safe it is, Sharing recipient stories when possible.",other_ways_to_help,"encourage, social media, myths, experience"
OWH_004,Can I volunteer at blood donation centers?,"Yes! Blood centers often need volunteers to: Greet and register donors, Serve refreshments, Provide comfort during donation, Help with administrative tasks, Organize donor areas, Assist at mobile drives. Contact your local blood bank about volunteer opportunities.",other_ways_to_help,"volunteer, greet, refreshments, administrative"
FN_001,Why is blood donation important?,"Blood donation is crucial because: There is no substitute for human blood, Every 2 seconds someone needs blood, One donation can help up to 3 patients, Blood is constantly needed for surgeries, cancer treatment, trauma, and more, Regular donors maintain the blood supply, You can save lives with a simple act.",final_notes,"important, save lives, substitute, regular donors"
FN_002,What is the most important thing to know about donating blood?,"The most important thing: Blood donation saves lives. The process is safe, quick, and relatively painless. Your body quickly replaces what you give. You help patients you'll never meet but who will be forever grateful. If you're eligible, please donate regularly. It's one of the most impactful things you can do.",final_notes,"important, safe, saves lives, impactful"
FN_003,How do I get started with blood donation?,"Getting started is easy: Check if you meet basic eligibility (18-65, 50+ kg, healthy), Find a nearby center using our app, Call or walk in, Bring valid ID, Answer health questions honestly, Donate and feel proud! First donation takes 45-60 minutes but saves lives. You'll learn your blood type and can donate again in 56 days.",final_notes,"get started, eligibility, center, ID"
FN_004,What should I remember about blood donation?,"Remember: It's safe - no disease risk, It saves lives - up to 3 patients per donation, It's quick - 10-15 minutes actual donation, Eligibility is simple - basic health requirements, You can donate regularly - every 56 days, Millions donate safely every year, You're helping people in your community. Now that you know, will you donate?",final_notes,"remember, safe, quick, save lives"
SDT_001,What is platelet donation?,"Platelet donation (plateletpheresis) collects only platelets using an apheresis machine. Blood is drawn, platelets separated, and remaining blood returned. It takes 2-3 hours but yields many platelet doses from one donor. Platelets help cancer patients and are always needed. You can donate platelets every 7 days.",special_donation_types,"platelets, apheresis, cancer, 7 days"
SDT_002,What is plasma donation?,"Plasma donation collects the liquid portion of blood. During plasmapheresis, blood is drawn, plasma separated, and red cells returned. Plasma treats bleeding disorders, burn victims, and immune deficiencies. You can donate plasma every 28 days. The process takes about 1.5 hours.",special_donation_types,"plasma, plasmapheresis, burns, 28 days"
SDT_003,What is double red cell donation?,"Double red cell donation (2RBC) collects two units of red blood cells at once using an apheresis machine. Plasma and platelets are returned to you. It's more efficient and helps more patients but has stricter eligibility (higher hemoglobin, minimum height/weight). You can donate every 16 weeks.",special_donation_types,"double red, 2RBC, hemoglobin, 16 weeks"
SDT_004,What is power red donation?,"Power Red is the Red Cross term for double red cell donation. It collects two units of red cells from one donor. More red cells means helping more patients. Eligibility: Men at least 5'1"" and 130 lbs, Women at least 5'5"" and 150 lbs, higher hemoglobin. Good for O-, O+, A-, B- donors.",special_donation_types,"Power Red, Red Cross, eligibility"
SDT_005,What is the difference between whole blood and apheresis donation?,"Whole blood collects all blood components at once (takes 10-15 minutes). Apheresis selectively collects one component (platelets, plasma, or double red cells) and returns the rest (takes 1-3 hours). Apheresis yields more of the needed component but takes longer and requires special equipment.",special_donation_types,"whole blood, apheresis, components, time"
SDT_006,What is cord blood donation?,"Cord blood is collected from the umbilical cord and placenta after childbirth. It's rich in stem cells used for transplants. Mothers can donate cord blood after delivering a healthy baby at participating hospitals. The cord would otherwise be discarded. Cord blood treats leukemia, lymphoma, and immune disorders.",special_donation_types,"cord blood, stem cells, leukemia, childbirth"
SDT_007,What is bone marrow donation?,"Bone marrow donation is different from blood donation. It involves collecting stem cells from bone marrow (usually from the pelvis) to treat blood cancers and immune disorders. Donation is done under anesthesia. Most bone marrow donation is now peripheral blood stem cell collection, similar to apheresis.",special_donation_types,"bone marrow, stem cells, anesthesia"
SDT_008,What is peripheral blood stem cell donation?,"PBSC donation collects stem cells from circulating blood (not bone marrow). Donors take medication for 5 days to move stem cells into bloodstream, then undergo apheresis (similar to platelet donation). It's the most common way to donate stem cells for bone marrow transplant recipients.",special_donation_types,"PBSC, stem cells, medication, apheresis"
